time,utilization,currentreplicas,desiredreplicas
2021-10-13 22:37:10,6,2,2
2021-10-13 22:37:20,6,2,2
2021-10-13 22:37:30,5,2,2
2021-10-13 22:37:40,9,2,2
2021-10-13 22:37:50,9,2,2
2021-10-13 22:38:00,3,2,2
2021-10-13 22:38:10,12,2,2
2021-10-13 22:38:20,12,2,2
2021-10-13 22:38:31,2,2,2
2021-10-13 22:38:41,14,2,2
2021-10-13 22:38:51,14,2,2
2021-10-13 22:39:01,5,2,2
2021-10-13 22:39:11,7,2,2
2021-10-13 22:39:21,7,2,2
2021-10-13 22:39:31,0,2,2
2021-10-13 22:39:41,11,2,2
2021-10-13 22:39:51,11,2,2
2021-10-13 22:40:02,3,2,2
2021-10-13 22:40:12,11,2,2
2021-10-13 22:40:22,11,2,2
2021-10-13 22:40:32,0,2,2
2021-10-13 22:40:42,5,2,2
2021-10-13 22:40:52,5,2,2
2021-10-13 22:41:02,6,2,2
2021-10-13 22:41:12,9,2,2
2021-10-13 22:41:22,9,2,2
2021-10-13 22:41:33,4,2,2
2021-10-13 22:41:43,3,2,2
2021-10-13 22:41:53,3,2,2
2021-10-13 22:42:03,6,2,2
2021-10-13 22:42:13,13,2,2
2021-10-13 22:42:23,13,2,2
2021-10-13 22:42:33,0,2,2
2021-10-13 22:42:43,10,2,2
2021-10-13 22:42:54,10,2,2
2021-10-13 22:43:04,0,2,2
2021-10-13 22:43:14,12,2,2
2021-10-13 22:43:24,12,2,2
2021-10-13 22:43:34,5,2,2
2021-10-13 22:43:44,10,2,2
2021-10-13 22:43:54,10,2,2
2021-10-13 22:44:04,0,2,2
2021-10-13 22:44:14,18,2,2
2021-10-13 22:44:25,18,2,2
2021-10-13 22:44:35,0,2,2
2021-10-13 22:44:45,8,2,2
2021-10-13 22:44:55,5,2,2
2021-10-13 22:45:05,5,2,2
2021-10-13 22:45:15,11,2,2
2021-10-13 22:45:25,2,2,2
2021-10-13 22:45:35,2,2,2
2021-10-13 22:45:45,17,2,2
2021-10-13 22:45:56,0,2,2
2021-10-13 22:46:06,0,2,2
2021-10-13 22:46:16,12,2,2
2021-10-13 22:46:26,2,2,2
2021-10-13 22:46:36,2,2,2
2021-10-13 22:46:46,11,2,2
2021-10-13 22:46:56,5,2,2
2021-10-13 22:47:06,5,2,2
2021-10-13 22:47:17,3,2,2
2021-10-13 22:47:27,8,2,2
2021-10-13 22:47:37,8,2,2
2021-10-13 22:47:47,11,2,2
2021-10-13 22:47:57,0,2,2
2021-10-13 22:48:07,0,2,2
2021-10-13 22:48:17,13,2,2
2021-10-13 22:48:27,0,2,2
2021-10-13 22:48:37,0,2,2
2021-10-13 22:48:48,13,2,2
2021-10-13 22:48:58,0,2,2
2021-10-13 22:49:08,0,2,2
2021-10-13 22:49:18,6,2,2
2021-10-13 22:49:28,6,2,2
2021-10-13 22:49:38,6,2,2
2021-10-13 22:49:48,14,2,2
2021-10-13 22:49:58,0,2,2
2021-10-13 22:50:09,0,2,2
2021-10-13 22:50:19,12,2,2
2021-10-13 22:50:29,0,2,2
2021-10-13 22:50:39,0,2,2
2021-10-13 22:50:49,14,2,2
2021-10-13 22:50:59,6,2,2
2021-10-13 22:51:09,6,2,2
2021-10-13 22:51:19,0,2,2
2021-10-13 22:51:29,0,2,2
2021-10-13 22:51:40,0,2,2
2021-10-13 22:51:50,0,2,2
2021-10-13 22:52:00,0,2,2
2021-10-13 22:52:10,0,2,2
2021-10-13 22:52:20,0,2,2
2021-10-13 22:52:30,0,2,2
2021-10-13 22:52:40,0,2,2
2021-10-13 22:52:50,0,2,2
2021-10-13 22:53:00,0,2,2
2021-10-13 22:53:11,0,2,2
2021-10-13 22:53:21,0,2,2
2021-10-13 22:53:31,0,2,2
2021-10-13 22:53:41,0,2,2
2021-10-13 22:53:51,0,2,2
2021-10-13 22:54:01,0,2,2
2021-10-13 22:54:11,0,2,2
2021-10-13 22:54:21,0,2,2
2021-10-13 22:54:32,0,2,2
2021-10-13 22:54:42,0,2,2
2021-10-13 22:54:52,0,2,2
2021-10-13 22:55:02,0,2,2
2021-10-13 22:55:12,0,2,2
2021-10-13 22:55:22,0,2,2
2021-10-13 22:55:32,0,2,2
2021-10-13 22:55:42,0,2,2
2021-10-13 22:55:52,0,2,2
2021-10-13 22:56:03,0,2,2
2021-10-13 22:56:13,0,2,2
2021-10-13 22:56:23,0,2,2
2021-10-13 22:56:33,0,2,2
2021-10-13 22:56:43,0,2,2
2021-10-13 22:56:53,0,2,2
2021-10-13 22:57:03,0,2,2
2021-10-13 22:57:13,0,2,2
2021-10-13 22:57:23,0,2,2
2021-10-13 22:57:34,0,2,2
2021-10-13 22:57:44,0,2,2
2021-10-13 22:57:54,0,2,2
2021-10-13 22:58:04,0,2,2
2021-10-13 22:58:14,0,2,2
2021-10-13 22:58:24,0,2,2
2021-10-13 22:58:34,0,2,2
2021-10-13 22:58:44,0,2,2
2021-10-13 22:58:55,0,2,2
2021-10-13 22:59:05,0,2,2
2021-10-13 22:59:15,0,2,2
2021-10-13 22:59:25,0,2,2
2021-10-13 22:59:35,0,2,2
2021-10-13 22:59:45,0,2,2
2021-10-13 22:59:55,0,2,2
2021-10-13 23:00:05,0,2,2
2021-10-13 23:00:15,0,2,2
2021-10-13 23:00:26,0,2,2
2021-10-13 23:00:36,0,2,2
2021-10-13 23:00:46,0,2,2
2021-10-13 23:00:56,0,2,2
2021-10-13 23:01:06,0,2,2
2021-10-13 23:01:16,0,2,2
2021-10-13 23:01:26,0,2,2
2021-10-13 23:01:36,0,2,2
2021-10-13 23:01:46,0,2,2
2021-10-13 23:01:57,0,2,2
2021-10-13 23:02:07,0,2,2
2021-10-13 23:02:17,0,2,2
2021-10-13 23:02:27,0,2,2
2021-10-13 23:02:37,0,2,2
2021-10-13 23:02:47,0,2,2
2021-10-13 23:02:57,0,2,2
2021-10-13 23:03:07,0,2,2
2021-10-13 23:03:18,0,2,2
2021-10-13 23:03:28,0,2,2
2021-10-13 23:03:38,0,2,2
2021-10-13 23:03:48,0,2,2
2021-10-13 23:03:58,0,2,2
2021-10-13 23:04:08,0,2,2
2021-10-13 23:04:18,0,2,2
2021-10-13 23:04:28,0,2,2
2021-10-13 23:04:38,0,2,2
2021-10-13 23:04:49,0,2,2
2021-10-13 23:04:59,0,2,2
2021-10-13 23:05:09,0,2,2
2021-10-13 23:05:19,0,2,2
2021-10-13 23:05:29,0,2,2
2021-10-13 23:05:39,0,2,2
2021-10-13 23:05:49,0,2,2
2021-10-13 23:05:59,0,2,2
2021-10-13 23:06:09,0,2,2
2021-10-13 23:06:20,0,2,2
2021-10-13 23:06:30,33,2,2
2021-10-13 23:06:40,33,2,2
2021-10-13 23:06:50,5,2,2
2021-10-13 23:07:00,16,2,2
2021-10-13 23:07:10,16,2,2
2021-10-13 23:07:20,6,2,2
2021-10-13 23:07:30,19,2,2
2021-10-13 23:07:41,19,2,2
2021-10-13 23:07:51,8,2,2
2021-10-13 23:08:01,7,2,2
2021-10-13 23:08:11,7,2,2
2021-10-13 23:08:21,7,2,2
2021-10-13 23:08:31,30,2,2
2021-10-13 23:08:41,0,2,2
2021-10-13 23:08:51,0,2,2
2021-10-13 23:09:01,11,2,2
2021-10-13 23:09:12,7,2,2
2021-10-13 23:09:22,7,2,2
2021-10-13 23:09:32,11,2,2
2021-10-13 23:09:42,11,2,2
2021-10-13 23:09:52,11,2,2
2021-10-13 23:10:02,24,2,2
2021-10-13 23:10:12,0,2,2
2021-10-13 23:10:22,0,2,2
2021-10-13 23:10:32,24,2,2
2021-10-13 23:10:43,4,2,2
2021-10-13 23:10:53,4,2,2
2021-10-13 23:11:03,15,2,2
2021-10-13 23:11:13,10,2,2
2021-10-13 23:11:23,10,2,2
2021-10-13 23:11:33,23,2,2
2021-10-13 23:11:43,10,2,2
2021-10-13 23:11:53,10,2,2
2021-10-13 23:12:04,18,2,2
2021-10-13 23:12:14,4,2,2
2021-10-13 23:12:24,4,2,2
2021-10-13 23:12:34,27,2,2
2021-10-13 23:12:44,2,2,2
2021-10-13 23:12:54,2,2,2
2021-10-13 23:13:04,24,2,2
2021-10-13 23:13:14,0,2,2
2021-10-13 23:13:24,0,2,2
2021-10-13 23:13:35,23,2,2
2021-10-13 23:13:45,0,2,2
2021-10-13 23:13:55,0,2,2
2021-10-13 23:14:05,21,2,2
2021-10-13 23:14:15,2,2,2
2021-10-13 23:14:25,2,2,2
2021-10-13 23:14:35,19,2,2
2021-10-13 23:14:45,10,2,2
2021-10-13 23:14:55,10,2,2
2021-10-13 23:15:06,26,2,2
2021-10-13 23:15:16,0,2,2
2021-10-13 23:15:26,0,2,2
2021-10-13 23:15:36,27,2,2
2021-10-13 23:15:46,14,2,2
2021-10-13 23:15:56,14,2,2
2021-10-13 23:16:06,25,2,2
2021-10-13 23:16:16,6,2,2
2021-10-13 23:16:27,25,2,2
2021-10-13 23:16:37,25,2,2
2021-10-13 23:16:47,0,2,2
2021-10-13 23:16:57,23,2,2
2021-10-13 23:17:07,23,2,2
2021-10-13 23:17:17,0,2,2
2021-10-13 23:17:27,32,2,2
2021-10-13 23:17:37,32,2,2
2021-10-13 23:17:47,14,2,2
2021-10-13 23:17:58,13,2,2
2021-10-13 23:18:08,13,2,2
2021-10-13 23:18:18,7,2,2
2021-10-13 23:18:28,28,2,2
2021-10-13 23:18:38,28,2,2
2021-10-13 23:18:48,2,2,2
2021-10-13 23:18:58,23,2,2
2021-10-13 23:19:08,23,2,2
2021-10-13 23:19:18,0,2,2
2021-10-13 23:19:29,36,2,2
2021-10-13 23:19:39,36,2,2
2021-10-13 23:19:49,0,2,2
2021-10-13 23:19:59,15,2,2
2021-10-13 23:20:09,15,2,2
2021-10-13 23:20:19,7,2,2
2021-10-13 23:20:29,18,2,2
2021-10-13 23:20:39,18,2,2
2021-10-13 23:20:50,11,2,2
2021-10-13 23:21:00,0,2,2
2021-10-13 23:21:10,0,2,2
2021-10-13 23:21:20,0,2,2
2021-10-13 23:21:30,0,2,2
2021-10-13 23:21:40,0,2,2
2021-10-13 23:21:50,0,2,2
2021-10-13 23:22:00,0,2,2
2021-10-13 23:22:10,0,2,2
2021-10-13 23:22:21,0,2,2
2021-10-13 23:22:31,0,2,2
2021-10-13 23:22:41,0,2,2
2021-10-13 23:22:51,0,2,2
2021-10-13 23:23:01,0,2,2
2021-10-13 23:23:11,0,2,2
2021-10-13 23:23:21,0,2,2
2021-10-13 23:23:31,0,2,2
2021-10-13 23:23:41,0,2,2
2021-10-13 23:23:52,0,2,2
2021-10-13 23:24:02,0,2,2
2021-10-13 23:24:12,0,2,2
2021-10-13 23:24:22,0,2,2
2021-10-13 23:24:32,0,2,2
2021-10-13 23:24:42,0,2,2
2021-10-13 23:24:52,0,2,2
2021-10-13 23:25:02,0,2,2
2021-10-13 23:25:13,0,2,2
2021-10-13 23:25:23,0,2,2
2021-10-13 23:25:33,0,2,2
2021-10-13 23:25:43,0,2,2
2021-10-13 23:25:53,0,2,2
2021-10-13 23:26:03,0,2,2
2021-10-13 23:26:13,0,2,2
2021-10-13 23:26:23,0,2,2
2021-10-13 23:26:33,0,2,2
2021-10-13 23:26:44,0,2,2
2021-10-13 23:26:54,0,2,2
2021-10-13 23:27:04,0,2,2
2021-10-13 23:27:14,0,2,2
2021-10-13 23:27:24,0,2,2
2021-10-13 23:27:34,0,2,2
2021-10-13 23:27:44,0,2,2
2021-10-13 23:27:54,0,2,2
2021-10-13 23:28:04,0,2,2
2021-10-13 23:28:15,0,2,2
2021-10-13 23:28:25,0,2,2
2021-10-13 23:28:35,0,2,2
2021-10-13 23:28:45,0,2,2
2021-10-13 23:28:55,0,2,2
2021-10-13 23:29:05,0,2,2
2021-10-13 23:29:15,0,2,2
2021-10-13 23:29:25,0,2,2
2021-10-13 23:29:36,0,2,2
2021-10-13 23:29:46,0,2,2
2021-10-13 23:29:56,0,2,2
2021-10-13 23:30:06,0,2,2
2021-10-13 23:30:16,0,2,2
2021-10-13 23:30:26,0,2,2
2021-10-13 23:30:36,0,2,2
2021-10-13 23:30:46,0,2,2
2021-10-13 23:30:56,0,2,2
2021-10-13 23:31:07,0,2,2
2021-10-13 23:31:17,0,2,2
2021-10-13 23:31:27,0,2,2
2021-10-13 23:31:37,0,2,2
2021-10-13 23:31:47,0,2,2
2021-10-13 23:31:57,0,2,2
2021-10-13 23:32:07,0,2,2
2021-10-13 23:32:17,0,2,2
2021-10-13 23:32:27,0,2,2
2021-10-13 23:32:38,0,2,2
2021-10-13 23:32:48,0,2,2
2021-10-13 23:32:58,0,2,2
2021-10-13 23:33:08,0,2,2
2021-10-13 23:33:18,0,2,2
2021-10-13 23:33:28,0,2,2
2021-10-13 23:33:38,0,2,2
2021-10-13 23:33:48,0,2,2
2021-10-13 23:33:59,0,2,2
2021-10-13 23:34:09,0,2,2
2021-10-13 23:34:19,0,2,2
2021-10-13 23:34:29,0,2,2
2021-10-13 23:34:39,0,2,2
2021-10-13 23:34:49,0,2,2
2021-10-13 23:34:59,0,2,2
2021-10-13 23:35:09,0,2,2
2021-10-13 23:35:19,0,2,2
2021-10-13 23:35:30,0,2,2
2021-10-13 23:35:40,0,2,2
2021-10-13 23:35:50,0,2,2
2021-10-13 23:36:00,0,2,2
2021-10-13 23:36:10,0,2,2
2021-10-13 23:36:20,0,2,2
2021-10-13 23:36:30,42,2,2
2021-10-13 23:36:40,42,2,2
2021-10-13 23:36:51,17,2,2
2021-10-13 23:37:01,46,2,2
2021-10-13 23:37:11,46,2,2
2021-10-13 23:37:21,0,2,2
2021-10-13 23:37:31,51,2,2
2021-10-13 23:37:41,51,2,2
2021-10-13 23:37:51,8,2,2
2021-10-13 23:38:01,40,2,2
2021-10-13 23:38:11,40,2,2
2021-10-13 23:38:22,0,2,2
2021-10-13 23:38:32,60,2,3
2021-10-13 23:38:42,60,2,3
2021-10-13 23:38:52,23,3,3
2021-10-13 23:39:02,35,3,3
2021-10-13 23:39:12,35,3,3
2021-10-13 23:39:22,0,3,3
2021-10-13 23:39:32,37,3,3
2021-10-13 23:39:42,37,3,3
2021-10-13 23:39:53,0,3,3
2021-10-13 23:40:03,38,3,3
2021-10-13 23:40:13,0,3,3
2021-10-13 23:40:23,0,3,3
2021-10-13 23:40:33,34,3,3
2021-10-13 23:40:43,11,3,3
2021-10-13 23:40:53,11,3,3
2021-10-13 23:41:03,20,3,3
2021-10-13 23:41:14,8,3,3
2021-10-13 23:41:24,8,3,3
2021-10-13 23:41:34,28,3,3
2021-10-13 23:41:44,9,3,3
2021-10-13 23:41:54,9,3,3
2021-10-13 23:42:04,34,3,3
2021-10-13 23:42:14,0,3,3
2021-10-13 23:42:24,0,3,3
2021-10-13 23:42:34,19,3,3
2021-10-13 23:42:45,19,3,3
2021-10-13 23:42:55,19,3,3
2021-10-13 23:43:05,27,3,3
2021-10-13 23:43:15,0,3,3
2021-10-13 23:43:25,0,3,3
2021-10-13 23:43:35,39,3,3
2021-10-13 23:43:45,0,3,3
2021-10-13 23:43:55,0,3,3
2021-10-13 23:44:06,27,3,3
2021-10-13 23:44:16,10,3,3
2021-10-13 23:44:26,10,3,3
2021-10-13 23:44:36,36,3,3
2021-10-13 23:44:46,6,3,3
2021-10-13 23:44:56,6,3,3
2021-10-13 23:45:06,32,3,3
2021-10-13 23:45:16,0,3,3
2021-10-13 23:45:26,0,3,3
2021-10-13 23:45:37,42,3,3
2021-10-13 23:45:47,1,3,3
2021-10-13 23:45:57,1,3,3
2021-10-13 23:46:07,33,3,3
2021-10-13 23:46:17,0,3,3
2021-10-13 23:46:27,0,3,3
2021-10-13 23:46:37,44,3,3
2021-10-13 23:46:47,0,3,3
2021-10-13 23:46:57,0,3,3
2021-10-13 23:47:08,34,3,3
2021-10-13 23:47:18,2,3,3
2021-10-13 23:47:28,2,3,3
2021-10-13 23:47:38,36,3,3
2021-10-13 23:47:48,10,3,3
2021-10-13 23:47:58,18,3,3
2021-10-13 23:48:08,18,3,3
2021-10-13 23:48:18,27,3,3
2021-10-13 23:48:29,7,3,3
2021-10-13 23:48:39,7,3,3
2021-10-13 23:48:49,21,3,3
2021-10-13 23:48:59,26,3,3
2021-10-13 23:49:09,26,3,3
2021-10-13 23:49:19,17,3,3
2021-10-13 23:49:29,18,3,3
2021-10-13 23:49:39,18,3,3
2021-10-13 23:49:49,14,3,3
2021-10-13 23:50:00,28,3,3
2021-10-13 23:50:10,28,3,3
2021-10-13 23:50:20,13,3,3
2021-10-13 23:50:30,29,3,3
2021-10-13 23:50:40,29,3,3
2021-10-13 23:50:50,5,3,3
2021-10-13 23:51:00,0,3,3
2021-10-13 23:51:10,0,3,3
2021-10-13 23:51:20,0,3,3
2021-10-13 23:51:31,0,3,3
2021-10-13 23:51:41,0,3,3
2021-10-13 23:51:51,0,3,3
2021-10-13 23:52:01,0,3,3
2021-10-13 23:52:11,0,3,3
2021-10-13 23:52:21,0,3,3
2021-10-13 23:52:31,0,3,2
2021-10-13 23:52:41,0,3,2
2021-10-13 23:52:52,0,2,2
2021-10-13 23:53:02,0,2,2
2021-10-13 23:53:12,0,2,2
2021-10-13 23:53:22,0,2,2
2021-10-13 23:53:32,0,2,2
2021-10-13 23:53:42,0,2,2
2021-10-13 23:53:52,0,2,2
2021-10-13 23:54:02,0,2,2
2021-10-13 23:54:12,0,2,2
2021-10-13 23:54:23,0,2,2
2021-10-13 23:54:33,0,2,2
2021-10-13 23:54:43,0,2,2
2021-10-13 23:54:53,0,2,2
2021-10-13 23:55:03,0,2,2
2021-10-13 23:55:13,0,2,2
2021-10-13 23:55:23,0,2,2
2021-10-13 23:55:33,0,2,2
2021-10-13 23:55:44,0,2,2
2021-10-13 23:55:54,0,2,2
2021-10-13 23:56:04,0,2,2
2021-10-13 23:56:14,0,2,2
2021-10-13 23:56:24,0,2,2
2021-10-13 23:56:34,0,2,2
2021-10-13 23:56:44,0,2,2
2021-10-13 23:56:54,0,2,2
2021-10-13 23:57:04,0,2,2
2021-10-13 23:57:15,0,2,2
2021-10-13 23:57:25,0,2,2
2021-10-13 23:57:35,0,2,2
2021-10-13 23:57:45,0,2,2
2021-10-13 23:57:55,0,2,2
2021-10-13 23:58:05,0,2,2
2021-10-13 23:58:15,0,2,2
2021-10-13 23:58:25,0,2,2
2021-10-13 23:58:36,0,2,2
2021-10-13 23:58:46,0,2,2
2021-10-13 23:58:56,0,2,2
2021-10-13 23:59:06,0,2,2
2021-10-13 23:59:16,0,2,2
2021-10-13 23:59:26,0,2,2
2021-10-13 23:59:36,0,2,2
2021-10-13 23:59:46,0,2,2
2021-10-13 23:59:56,0,2,2
2021-10-14 00:00:07,0,2,2
2021-10-14 00:00:17,0,2,2
2021-10-14 00:00:27,0,2,2
2021-10-14 00:00:37,0,2,2
2021-10-14 00:00:47,0,2,2
2021-10-14 00:00:57,0,2,2
2021-10-14 00:01:07,0,2,2
2021-10-14 00:01:17,0,2,2
2021-10-14 00:01:28,0,2,2
2021-10-14 00:01:38,0,2,2
2021-10-14 00:01:48,0,2,2
2021-10-14 00:01:58,0,2,2
2021-10-14 00:02:08,0,2,2
2021-10-14 00:02:18,0,2,2
2021-10-14 00:02:28,0,2,2
2021-10-14 00:02:38,0,2,2
2021-10-14 00:02:48,0,2,2
2021-10-14 00:02:59,0,2,2
2021-10-14 00:03:09,0,2,2
2021-10-14 00:03:19,0,2,2
2021-10-14 00:03:29,0,2,2
2021-10-14 00:03:39,0,2,2
2021-10-14 00:03:49,0,2,2
2021-10-14 00:03:59,0,2,2
2021-10-14 00:04:09,0,2,2
2021-10-14 00:04:19,0,2,2
2021-10-14 00:04:30,0,2,2
2021-10-14 00:04:40,0,2,2
2021-10-14 00:04:50,0,2,2
2021-10-14 00:05:00,0,2,2
2021-10-14 00:05:10,0,2,2
2021-10-14 00:05:20,0,2,2
2021-10-14 00:05:30,0,2,2
2021-10-14 00:05:40,0,2,2
2021-10-14 00:05:51,0,2,2
2021-10-14 00:06:01,0,2,2
2021-10-14 00:06:11,0,2,2
2021-10-14 00:06:21,0,2,2
2021-10-14 00:06:31,87,2,4
2021-10-14 00:06:41,87,2,4
2021-10-14 00:06:51,15,4,4
2021-10-14 00:07:01,65,4,4
2021-10-14 00:07:11,65,4,4
2021-10-14 00:07:22,6,4,4
2021-10-14 00:07:32,55,4,5
2021-10-14 00:07:42,55,4,5
2021-10-14 00:07:52,9,5,5
2021-10-14 00:08:02,48,5,5
2021-10-14 00:08:12,48,5,5
2021-10-14 00:08:22,0,5,5
2021-10-14 00:08:32,41,5,5
2021-10-14 00:08:43,41,5,5
2021-10-14 00:08:53,9,5,5
2021-10-14 00:09:03,40,5,5
2021-10-14 00:09:13,40,5,5
2021-10-14 00:09:23,6,5,5
